Date,flow (cfs),ACC_FLOW_7,ACC_FLOW_14,ACC_FLOW_30,ACC_FLOW_40,ACC_FLOW_50,ACC_FLOW_60,ACC_FLOW_70,ACC_FLOW_80,ACC_FLOW_90,ACC_FLOW_180,ACC_FLOW_365
8/8/2017,599,5245,10946,31545,67845,106975,134635,188355,247145,325905,777605,1824827
8/9/2017,752,5044,10710,30734,63654,105924,131744,182594,240864,316004,776354,1823796
8/10/2017,797,4875,10594,30116,59756,104526,128866,176696,234916,307576,775346,1821758
8/11/2017,786,4815,10568,29543,55873,102313,126013,170753,229293,300053,774433,1818555
8/12/2017,889,4870,10536,28709,51959,99479,123249,165139,223809,292969,773499,1815171
8/13/2017,1080,5123,10617,28028,48168,96368,120858,160188,218748,286378,772508,1811830
8/14/2017,1400,5554,10937,27778,44948,93138,119098,156128,214508,280238,771648,1808780
8/15/2017,1840,6303,11548,28038,42918,89468,118178,152798,210918,274548,771148,1806480
8/16/2017,2360,7544,12588,28698,42448,86058,118168,150168,207678,269318,770978,1805360
8/17/2017,2410,9152,14027,29978,43288,83308,119058,148608,204638,264648,771178,1805660
8/18/2017,2460,10765,15580,31268,44458,80758,119888,147548,201268,260058,771378,1806700
8/19/2017,2950,12439,17309,32498,45508,78428,120698,146518,197368,255638,771488,1808110
8/20/2017,3210,14500,19623,34048,47088,76728,121498,145838,193668,251888,772018,1809930
8/21/2017,3130,16630,22184,35768,48928,75258,121698,145398,190138,248678,772948,1810680
8/22/2017,2900,18360,24663,37608,50438,73688,121208,144978,186868,245538,774028,1811960
8/23/2017,2550,19420,26964,39448,51768,71908,120108,144598,183928,242488,775098,1813570
8/24/2017,2320,19610,28762,41059,52988,70158,118348,144308,181338,239718,775938,1815110
8/25/2017,1870,19520,30285,42544,54168,69048,115598,144308,178928,237048,776648,1816430
8/26/2017,1330,18930,31369,43546,54858,68608,112218,144328,176328,233838,777048,1817280
8/27/2017,1120,17310,31810,44053,55108,68418,108438,144188,173738,229768,776968,1817692
8/28/2017,1030,15220,31850,44355,55108,68298,104598,143728,171388,225108,776738,1818015
8/29/2017,1010,13120,31480,44577,54908,67918,100838,143108,168928,219778,776498,1818326
8/30/2017,841,11230,30650,44827,54518,67558,97198,141968,166308,214138,776238,1818652
8/31/2017,829,9521,29131,44879,53869,67029,93359,139799,163499,208239,775719,1818797
9/1/2017,816,8030,27550,44908,53408,66238,89488,137008,160778,202668,775078,1818944
9/2/2017,1930,6976,25906,44803,53164,65484,85624,133824,158314,197644,774084,1819110
9/3/2017,3160,7576,24886,45876,54155,66084,83254,131444,157404,194434,773784,1820211
9/4/2017,4450,9616,24836,48305,56480,68104,82984,129534,158244,192864,774744,1819911
9/5/2017,5040,13036,26156,52119,60062,71374,85124,128734,160844,192844,777254,1818561
9/6/2017,5500,17066,28296,56510,64279,75334,88644,128664,164414,193964,780624,1816331
9/7/2017,5910,21725,31246,61359,68961,79714,92904,129204,168334,195994,784674,1814261
9/8/2017,6050,26806,34836,66670,74063,84394,97404,130324,172594,198414,789264,1812671
9/9/2017,5390,32040,39016,71968,79353,89044,102084,131724,176494,200834,794094,1811731
9/10/2017,4720,35500,43076,76561,83954,92944,106104,132434,178874,202574,798234,1810991
9/11/2017,4140,37060,46676,80495,87874,96374,109204,132454,179974,203744,801444,1810891
9/12/2017,3340,36750,49786,83746,91093,99454,111774,131914,180114,204604,803974,1811311
9/13/2017,2610,35050,52116,86006,93576,101855,113784,130954,179144,205104,805394,1812021
9/14/2017,2070,32160,53885,87216,95455,103630,115254,130134,176684,205394,805474,1812801
9/15/2017,1770,28320,55126,87446,96889,104832,116144,129894,173504,205614,804434,1813521
9/16/2017,1590,24040,56080,86856,98010,105779,116834,130144,170164,205914,802884,1814221
9/17/2017,1530,20240,55740,86036,98949,106551,117304,130494,166794,205924,801114,1814842
9/18/2017,1460,17050,54110,85106,99880,107273,117604,130614,163534,205804,799384,1815461
9/19/2017,1330,14370,51120,83616,100588,107973,117664,130704,160344,205114,797734,1816074
9/20/2017,1190,12360,47410,81736,101121,108514,117504,130664,156994,203434,796114,1816354
9/21/2017,1060,10940,43100,79796,101525,108904,117404,130234,153484,201004,794524,1814724
9/22/2017,1010,9930,38250,77956,101696,109043,117404,129724,149864,198064,793004,1812394
9/23/2017,959,9170,33210,76416,101626,109196,117475,129404,146574,194764,791654,1809944
9/24/2017,973,8539,28779,75055,101185,109424,117599,129223,144103,190653,790483,1807283
9/25/2017,996,7982,25032,74158,100318,109761,117704,129016,142766,186376,789536,1804196
9/26/2017,992,7518,21888,73824,98954,110108,117877,128932,142242,182262,788692,1800952
9/27/2017,933,7180,19540,73696,97536,110449,118051,128804,141994,178294,787864,1797684
9/28/2017,868,6923,17863,73599,96009,110783,118176,128507,141517,174437,786917,1794637
9/29/2017,855,6731,16661,73457,93927,110899,118284,127975,141015,170655,785585,1792095
9/30/2017,806,6576,15746,73471,91572,110957,118350,127340,140500,166830,783590,1790040
10/1/2017,786,6423,14962,73448,89248,110977,118356,126856,139686,162936,780716,1787436
10/2/2017,821,6236,14218,73418,87134,110874,118221,126582,138902,159042,777202,1783572
10/3/2017,733,6061,13579,72309,85405,110615,118185,126464,138393,155563,773103,1779023
10/4/2017,698,5802,12982,69882,83818,109948,118187,126362,137986,152866,768946,1774396
10/5/2017,686,5567,12490,66130,82646,108806,118249,126192,137504,151254,764854,1769734
10/6/2017,684,5385,12116,61776,82002,107132,118286,126055,137110,150420,760810,1765060
10/7/2017,686,5214,11790,56960,81566,105406,118319,125921,136674,149864,756964,1760574
10/8/2017,674,5094,11517,51736,81222,103632,118406,125799,136130,149140,753390,1756470
10/9/2017,677,4982,11218,46360,80886,101356,118328,125713,135404,148444,750164,1752054
10/10/2017,710,4838,10899,41647,80722,98823,118208,125601,134591,147751,747351,1737431
10/11/2017,732,4815,10617,37637,80603,96403,118132,125511,134011,146841,745041,1708241
10/12/2017,865,4849,10416,34229,80519,94235,117975,125322,133683,146003,743153,1673273
10/13/2017,1120,5028,10413,31754,79454,92550,117760,125330,133609,145538,741738,1633638
10/14/2017,1300,5464,10678,30264,77414,91350,117480,125719,133894,145518,740858,1591458
10/15/2017,1470,6078,11172,29494,74264,90780,116940,126383,134326,145638,740448,1545958
10/16/2017,1570,6874,11856,29194,70694,90920,116050,127204,134973,146028,740138,1498228
10/17/2017,1410,7767,12605,29174,66764,91370,115210,128123,135725,146478,740008,1451198
10/18/2017,1190,8467,13282,29054,62264,91750,114160,128934,136327,146658,739898,1406908
10/19/2017,1050,8925,13774,28784,57404,91930,112400,129372,136757,146448,739678,1366498
10/20/2017,934,9110,14138,28504,53064,92139,110240,129625,137018,146008,739428,1330348
10/21/2017,888,8924,14388,28248,49278,92244,108044,129773,137152,145652,739092,1298482
10/22/2017,836,8512,14590,28076,46026,92316,106032,129772,137119,145480,738580,1272470
10/23/2017,770,7878,14752,27902,43522,91222,104318,129528,137098,145377,735136,1253506
10/24/2017,807,7078,14845,27713,41682,88832,102768,128898,137137,145312,727906,1240876
10/25/2017,742,6475,14942,27547,40419,85189,101705,127865,137308,145251,717513,1232673
10/26/2017,671,6027,14952,27293,39391,80891,101117,126247,137401,145170,704055,1226985
10/27/2017,805,5648,14758,26972,38472,76062,100668,124508,137421,145023,685526,1222406
10/28/2017,1200,5519,14443,26844,37747,70957,100443,122853,137627,145020,663031,1218631
10/29/2017,1210,5831,14343,27176,37487,66107,100633,121103,138075,145460,639031,1215641
10/30/2017,1100,6205,14083,27531,37367,61927,101002,119103,138488,145881,614241,1212661
10/31/2017,1100,6535,13613,27825,37277,58307,101273,117073,138802,146181,588841,1209501
11/1/2017,1200,6828,13303,28139,37317,55267,101557,115273,139013,146360,564041,1206311
11/2/2017,1640,7286,13313,28518,37507,53127,100827,113923,139133,146703,539841,1203171
11/3/2017,1720,8255,13903,29425,38188,52157,99307,113243,139373,147612,518481,1200431
11/4/2017,1480,9170,14689,30447,38935,51807,96577,113093,139253,148696,501101,1197751
11/5/2017,1260,9450,15281,31241,39419,51517,93017,113243,138373,149527,487281,1194821
11/6/2017,1080,9500,15705,31817,39687,51187,88777,113383,137223,150136,476041,1191651
11/7/2017,954,9480,16015,32211,39834,50737,83947,113433,135843,150617,466621,1188281
11/8/2017,917,9334,16162,32491,39920,50231,78851,113377,133847,150819,458395,1184925
11/9/2017,976,9051,16337,32731,39982,49818,74378,113453,131554,150939,450992,1181952
11/10/2017,982,8387,16642,32997,40152,49604,70634,113600,129400,151129,444098,1179808
11/11/2017,1100,7649,16819,33247,40348,49526,67476,113766,127482,151222,437600,1178330
11/12/2017,1070,7269,16719,33482,40627,49616,65236,112936,126032,151242,431480,1177340
11/13/2017,1080,7079,16579,33432,40964,49727,63696,110846,124782,150912,425460,1176520
11/14/2017,1110,7079,16559,33212,41346,49834,62706,107476,123992,150152,419470,1175810
11/15/2017,1150,7235,16569,32852,41770,49948,62046,103546,123772,148902,413550,1175240
11/16/2017,1110,7468,16519,32432,42236,50106,61606,99196,123802,147642,407700,1174870
11/17/2017,1210,7602,15989,32132,42660,50283,61186,94396,123882,146292,401930,1174610
11/18/2017,1300,7830,15479,32152,43196,50625,60936,89556,124082,144552,396440,1174540
11/19/2017,1150,8030,15299,32402,43819,51070,60906,85466,124541,142642,391320,1174600
11/20/2017,1030,8110,15189,32618,44259,51414,60866,81896,124862,140662,386200,1174530
11/21/2017,947,8060,15139,32760,44557,51658,60836,78786,125076,138792,381280,1174440
11/22/2017,888,7897,15132,32871,44639,51784,60773,76393,124093,137189,376907,1174337
11/23/2017,862,7635,15103,32989,44407,51939,60702,74671,121821,135757,372805,1174236
11/24/2017,839,7387,14989,33044,43969,52103,60591,73463,118233,134749,368587,1174157
11/25/2017,815,7016,14846,33141,43338,52256,60434,72532,114032,134258,364026,1174075
11/26/2017,777,6531,14561,33285,42583,52387,60257,71757,109347,133953,359061,1173955
11/27/2017,768,6158,14268,33257,41950,52478,60101,71004,104214,133700,353478,1173792
11/28/2017,744,5896,13956,32825,41528,52572,60001,70312,98932,133458,347596,1173617
11/29/2017,729,5693,13590,32359,41222,52639,59890,69726,94286,133361,341600,1173447
11/30/2017,718,5534,13169,31988,41017,52658,59813,69265,90295,133261,335929,1173272
12/1/2017,701,5390,12777,31606,40847,52644,59745,68923,86873,133163,330807,1173080
12/2/2017,753,5252,12268,31107,40712,52480,59625,68614,84234,131934,326368,1172860
12/3/2017,719,5190,11721,30220,40695,52113,59645,68408,82377,129527,322391,1172693
12/4/2017,728,5132,11290,29219,40607,51532,59666,68154,81026,125796,318640,1172494
12/5/2017,732,5092,10988,28467,40593,50790,59708,67886,79984,121484,315448,1172303
12/6/2017,706,5080,10773,27939,40654,49952,59756,67626,79126,116716,312710,1171925
12/7/2017,765,5057,10591,27565,40555,49248,59776,67399,78302,111512,309926,1171181
12/8/2017,803,5104,10494,27376,40120,48823,59867,67296,77607,106227,307061,1170316
12/9/2017,1610,5206,10458,27262,39713,48576,59993,67244,77080,101640,304214,1169389
12/10/2017,2570,6063,11253,27896,40223,49252,60893,68048,77500,98530,302274,1169119
12/11/2017,3210,7914,13046,29484,41693,50934,62731,69832,79010,96960,301564,1169709
12/12/2017,3720,10396,15488,31594,43703,53308,65076,72221,81210,96830,301934,1170989
12/13/2017,4130,13384,18464,34244,45783,56258,67676,75208,83971,97940,303334,1172889
12/14/2017,4250,16808,21865,37294,48193,59581,70506,78640,87128,100000,305614,1175299
12/15/2017,3880,20293,25397,40434,50963,63089,73286,82204,90382,102480,308394,1177809
12/16/2017,3280,23370,28576,43164,53583,66298,75596,85400,93270,104770,310694,1179939
12/17/2017,2690,25040,31103,45334,55783,68773,77466,87994,95617,106520,312324,1181569
12/18/2017,2150,25160,33074,46814,57519,70263,78966,90010,97439,107750,312864,1182659
12/19/2017,1700,24100,34496,47664,58752,71203,80066,91483,98734,108570,312004,1183279
12/20/2017,1440,22080,35464,48214,59476,71803,80832,92473,99628,109080,310084,1183479
12/21/2017,1400,19390,36198,48624,59934,72143,81384,93181,100282,109460,307524,1183169
12/22/2017,1440,16540,36833,49077,60234,72343,81948,93716,100861,109850,304614,1182589
12/23/2017,1480,14100,37470,49629,60604,72143,82618,94036,101568,110331,300984,1181939
12/24/2017,1590,12300,37340,50247,61004,71903,83291,94216,102350,110838,297214,1181219
12/25/2017,1720,11200,36360,50998,61484,72013,84139,94336,103254,111432,293694,1180599
12/26/2017,1690,10770,34870,51903,62054,72473,85188,94486,104290,112160,290454,1180279
12/27/2017,1580,10760,32840,52816,62634,73083,86073,94766,105294,112917,287354,1180139
12/28/2017,1470,10900,30290,53628,63004,73709,86453,95156,106200,113629,284284,1180039
12/29/2017,1370,10970,27510,54354,63174,74262,86713,95576,106993,114244,281074,1179979
12/30/2017,1290,10900,25000,54995,63394,74656,86983,96012,107653,114808,277744,1179839
12/31/2017,1230,10710,23010,55567,63654,74964,87173,96414,108211,115312,274354,1179539
1/1/2018,1220,10350,21550,56096,63937,75094,87203,96808,108576,115721,271284,1179059
1/2/2018,1180,9850,20620,56563,64269,75244,86783,97258,108676,116208,269074,1178059
1/3/2018,1100,9340,20100,57024,64587,75344,86243,97631,108556,116690,267944,1176469
1/4/2018,1020,8860,19760,57396,64848,75334,85863,97989,108186,117104,267524,1173759
1/5/2018,919,8410,19380,57684,65053,75204,85623,98338,107636,117440,267304,1170489
1/6/2018,862,7959,18859,57897,65195,75013,85462,98452,107145,117673,266813,1166628
1/7/2018,855,7531,18241,57994,65289,74665,85370,98114,106817,117861,266305,1162210
1/8/2018,853,7156,17506,58046,65400,74220,85308,97759,106622,118039,265790,1157155
1/9/2018,894,6789,16639,57289,65524,73923,85185,97512,106541,118182,265023,1151488
1/10/2018,1050,6503,15843,55613,65700,73787,85097,97306,106547,118344,264347,1145382
1/11/2018,1130,6453,15313,53453,66049,73890,85047,97156,106761,118529,264067,1139222
1/12/2018,1680,6563,14973,50863,66426,74132,85107,96646,107121,118539,264057,1133192
1/13/2018,3370,7324,15283,48413,67387,74950,85707,96606,107994,118919,264557,1127862
1/14/2018,4370,9832,17363,47533,70029,77481,87967,98496,110622,120819,266847,1124502
1/15/2018,5160,13347,20503,48023,73667,81036,91187,101606,114321,123619,270097,1122552
1/16/2018,5410,17654,24443,49903,78121,85419,95237,105686,118676,127369,274027,1121882
1/17/2018,4910,22170,28673,52623,82766,90061,99437,110142,122886,131589,278037,1121872
1/18/2018,4340,26030,32483,55383,86873,94227,103047,114135,126586,135449,281457,1121782
1/19/2018,3830,29240,35803,58023,89603,97838,106237,117499,129826,138855,284507,1121432
1/20/2018,3320,31390,38714,60413,90863,100950,109037,120347,132556,141797,287277,1120887
1/21/2018,2820,31340,41172,62333,90973,103569,111410,122567,134676,144281,289658,1120157
1/22/2018,2410,29790,43137,63713,90073,105636,113342,124317,135856,146331,291643,1119157
1/23/2018,2150,27040,44694,64643,88353,107327,114890,125647,136546,147934,293185,1117897
1/24/2018,1980,23780,45950,65203,86253,108749,116201,126687,137216,149342,294512,1116447
1/25/2018,1850,20850,46880,65463,84353,109997,117366,127517,137936,150651,295674,1114757
1/26/2018,1770,18360,47600,65623,82923,111141,118439,128257,138706,151696,296716,1112887
1/27/2018,1770,16300,47690,65813,82003,112146,119441,128817,139522,152266,297726,1110917
1/28/2018,1840,14750,46090,66113,81623,113113,120467,129287,140375,152826,298707,1108937
1/29/2018,2640,13770,43560,66583,81763,113343,121578,129977,141239,153566,299747,1106997
1/30/2018,3990,14000,41040,67933,82963,113413,123500,131587,142897,155106,301466,1105757
1/31/2018,4910,15840,39620,70693,85553,114193,126789,134630,145787,157896,304599,1105847
2/1/2018,5970,18770,39620,74383,89023,115383,130946,138652,149627,161166,308778,1106927
2/2/2018,6640,22890,41250,79173,93513,117223,136197,143760,154517,165416,314112,1109207
2/3/2018,7150,27760,44060,84713,98563,119613,142109,149561,160047,170576,320103,1112307
2/4/2018,7730,33140,47890,90843,103993,122883,148527,155896,166047,176466,326602,1116067
2/5/2018,8630,39030,52800,97654,110033,127333,155551,162849,172667,183116,333733,1120687
2/6/2018,8920,45020,59020,105422,117083,133273,163416,170711,180087,190792,341611,1126687
2/7/2018,8620,49950,65790,113487,124533,140043,171533,178887,187707,198795,349734,1133397
2/8/2018,8160,53660,72430,121254,131783,146963,178543,186778,195177,206439,357568,1140007
2/9/2018,7740,55850,78740,128520,138653,153683,184133,194220,202307,213617,364839,1146267
2/10/2018,7370,56950,84710,135210,145163,160023,188663,201259,209100,220257,371499,1152157
2/11/2018,6770,57170,90310,141450,151313,165953,192313,207876,215582,226557,377469,1157767
2/12/2018,6130,56210,95240,146540,156903,171243,194953,213927,221490,232247,382399,1162827
2/13/2018,5460,53710,98730,149300,161933,175783,196833,219329,226781,237267,386169,1167237
2/14/2018,4960,50250,100200,150390,166373,179523,198413,224057,231426,241577,389219,1170817
2/15/2018,4590,46590,100250,150190,170414,182793,200093,228311,235609,245427,391719,1173837
2/16/2018,4250,43020,98870,149370,174142,185803,201993,232136,239431,248807,393359,1176527
2/17/2018,3900,39530,96480,148710,177537,188583,204093,235583,242937,251757,394399,1178767
2/18/2018,3560,36060,93230,148270,180584,191113,206293,237873,246108,254507,395169,1180507
2/19/2018,3230,32850,89060,148000,183250,193383,208413,238863,248950,257037,395829,1181857
2/20/2018,2930,29950,83660,147910,185430,195383,210243,238883,251479,259320,396509,1182737
2/21/2018,2690,27420,77670,148020,187230,197093,211733,238093,253656,261362,397119,1183247
2/22/2018,2510,25150,71740,148300,188240,198603,212943,236653,255627,263190,397939,1183657
2/23/2018,2420,23070,66090,148660,187380,200013,213863,234913,257409,264861,399119,1184117
2/24/2018,2390,21240,60770,149100,185430,201413,214563,233453,259097,266466,400419,1184707
2/25/2018,2290,19730,55790,149640,182660,202884,215263,232563,260781,268079,401779,1185387
2/26/2018,2170,18460,51310,150160,179540,204312,215973,232163,262306,269601,403059,1186067
2/27/2018,2110,17400,47350,150560,176800,205627,216673,232183,263673,271027,404388,1186767
2/28/2018,2060,16580,44000,150830,174570,206884,217413,232593,264173,272408,405669,1187467
3/1/2018,2080,15950,41100,150250,172800,208050,218183,233213,263663,273750,406913,1188177
3/2/2018,2570,15520,38590,148340,171560,209080,219033,233893,262533,275129,407063,1188987
3/3/2018,3070,15670,36910,146000,171310,210520,220383,235023,261383,276946,406473,1190287
3/4/2018,3400,16350,36080,143100,171970,211910,222273,236613,260323,279297,405093,1191997
3/5/2018,3610,17460,35920,139860,173220,211940,224573,238423,259473,281969,403453,1193927
3/6/2018,3690,18900,36300,136320,174850,211180,227163,240313,259203,284847,401563,1195727
3/7/2018,3600,20480,37060,132280,176690,209710,229934,242313,259613,287831,399343,1197187
3/8/2018,3310,22020,37970,127250,178520,207900,232672,244333,260523,290666,396893,1198587
3/9/2018,2940,23250,38770,121640,180060,206300,235127,246173,261683,293173,394813,1199957
3/10/2018,2650,23620,39290,115960,181160,204900,237214,247743,262923,294503,393033,1201227
3/11/2018,2510,23200,39550,110450,181170,203720,238970,249103,264133,294583,391543,1202427
3/12/2018,2390,22310,39770,105220,179690,202910,240430,250383,265243,293883,390713,1203617
3/13/2018,2500,21090,39990,100240,177170,202480,241690,251553,266193,292553,390493,1204787
3/14/2018,2770,19900,40380,95970,173700,202570,242510,252873,267213,290923,390923,1206037
3/15/2018,3120,19070,41090,92610,169830,203190,241910,254543,268393,289443,391923,1207297
3/16/2018,3580,18880,42130,90270,165800,204330,240660,256643,269793,288683,393453,1208807
3/17/2018,3950,19520,43140,88890,161650,206060,239080,259304,271683,288983,395503,1210467
3/18/2018,4000,20820,44020,88250,156970,208240,237620,262392,274053,290243,397993,1211887
3/19/2018,3670,22310,44620,88000,152050,210470,236710,265537,276583,292093,400663,1212777
3/20/2018,3390,23590,44680,87770,147100,212300,236040,268354,278883,294063,403143,1213127
3/21/2018,3340,24480,44380,87600,142330,213050,235600,270850,280983,296013,405473,1213157
3/22/2018,3550,25050,44120,87710,137930,212400,235620,273140,283093,297953,407803,1213237
3/23/2018,4080,25480,44360,88330,134110,211040,236350,275560,285423,300063,410394,1213677
3/24/2018,4760,25980,45500,89720,131420,209150,238020,277960,288323,302663,413501,1214807
3/25/2018,5440,26790,47610,91970,130050,207270,240630,279350,291983,305833,417265,1216787
3/26/2018,6260,28230,50540,94990,130030,205560,244090,280420,296403,309553,421713,1219647
3/27/2018,6900,30820,54410,98860,131330,204090,248500,281520,301744,314123,427040,1223547
3/28/2018,7110,34330,58810,103470,133640,202360,253630,283010,307782,319443,433072,1228317
3/29/2018,7220,38100,63150,108410,136500,200550,258970,285210,314037,325083,439327,1233507
3/30/2018,7390,41770,67250,113520,139820,199150,264350,288090,320404,330933,445741,1238887
3/31/2018,7410,45080,71060,118850,143650,198380,269100,291650,326900,337033,452345,1244457
4/1/2018,7530,47730,74520,124180,147830,198050,272520,295740,333260,343213,458934,1249987
4/2/2018,7350,49820,78050,129140,152430,198210,275140,300450,339660,349523,465731,1255317
4/3/2018,6880,50910,81730,133420,157090,198790,276520,305390,345330,355693,472383,1259817
4/4/2018,6170,50890,85220,136900,161460,199540,276760,310120,348840,361473,478577,1263017
4/5/2018,5050,49950,88050,139460,165210,200250,275780,314310,350640,366623,484063,1264887
4/6/2018,4180,47780,89550,140820,167870,200340,273100,317510,350530,370754,488427,1265017
4/7/2018,3620,44570,89650,141400,169760,199930,268650,319920,349300,374072,491933,1264307
4/8/2018,3830,40780,88510,141710,171210,199300,263350,321770,348010,376837,494876,1263137
4/9/2018,4350,37080,86900,142600,172930,199230,258560,323760,347500,379814,497996,1262237
4/10/2018,4790,34080,84990,144300,175220,200020,254750,325470,348020,383270,501614,1262057
4/11/2018,5270,31990,82880,146580,177930,201580,251800,326270,349490,387010,505539,1262587
4/12/2018,5620,31090,81040,149460,180630,203920,249700,326630,351940,391150,509689,1263957
4/13/2018,5580,31660,79440,152580,183180,206850,248550,326280,355150,395090,514009,1266087
4/14/2018,5180,33060,77630,155390,185360,209920,248000,325220,358580,397300,518119,1268647
4/15/2018,4620,34620,75400,157450,186930,212680,247720,323250,361780,398110,521729,1271207
4/16/2018,4390,35410,72490,158490,187860,214910,247380,320140,364550,397570,524939,1273547
4/17/2018,4230,35450,69530,158930,188650,217010,247180,315900,367170,396550,528139,1275937
4/18/2018,4410,34890,66880,159160,189570,219070,247160,311210,369630,395870,531319,1278457
4/19/2018,4810,34030,65120,159900,191040,221370,247670,307000,372200,395940,534795,1281087
4/20/2018,5210,33220,64880,161320,193200,224120,248920,303650,374370,396920,538717,1284197
4/21/2018,5530,32850,65910,163190,195900,227250,250900,301120,375590,398810,543091,1287887
4/22/2018,5730,33200,67820,165170,199040,230210,253500,299280,376210,401520,547851,1292007
4/23/2018,5880,34310,69720,166820,202270,232870,256540,298240,375970,404840,552774,1296437
4/24/2018,6010,35800,71250,167940,205380,235350,259910,297990,375210,408570,557912,1301047
4/25/2018,6360,37580,72470,168510,208270,237750,263500,298540,374070,412600,563251,1305657
4/26/2018,6610,39530,73560,168610,211050,240420,267470,299940,372700,417110,568806,1307737
4/27/2018,6970,41330,74550,168320,213710,243430,271790,301960,370680,421950,574216,1306347
4/28/2018,7150,43090,75940,168180,216680,247090,276590,304680,368730,427150,579976,1302117
4/29/2018,7130,44710,77910,168110,220160,251300,281630,307930,367260,432460,586026,1295067
4/30/2018,6750,46110,80420,167850,223900,255780,286700,311500,366230,436950,592056,1282997
5/1/2018,6340,46980,82780,167190,227310,260020,291370,315020,365240,439710,597606,1266447
5/2/2018,5850,47310,84890,166000,230100,263970,295140,318430,364210,441140,602306,1247587
5/3/2018,5280,46800,86330,164500,231870,267320,297920,321590,363290,441020,606436,1227437
5/4/2018,4700,45470,86800,162900,232390,269830,299800,324360,362440,439660,610236,1206217
5/5/2018,4040,43200,86290,161430,231650,271410,300890,326640,361680,437210,613676,1185017
5/6/2018,3400,40090,84800,160420,229430,271870,301240,328290,360760,433520,616636,1163657
5/7/2018,3020,36360,82470,159640,225930,271320,301040,329400,359570,428290,619082,1144057
5/8/2018,2910,32630,79610,159040,221840,270340,300750,330250,358340,422390,621185,1127977
5/9/2018,3110,29200,76510,158120,217530,269580,300720,331050,357350,416680,623119,1115587
5/10/2018,3080,26460,73260,156880,213250,269300,301180,332100,356900,411630,625247,1106197
5/11/2018,2930,24260,69730,155170,208920,269040,301750,333100,356750,406970,627227,1098777
5/12/2018,2650,22490,65690,152830,204320,268420,302290,333460,356750,402530,629087,1092527
5/13/2018,2370,21100,61190,149860,199620,266990,302440,333040,356710,398410,630657,1086857
5/14/2018,2040,20070,56430,146650,195110,264600,302040,332010,356570,394650,631917,1081357
5/15/2018,1730,19090,51720,143510,190980,261200,300960,330440,356190,391230,632807,1075917
5/16/2018,1490,17910,47110,140620,187660,256670,299110,328480,355530,388000,633427,1070427
5/17/2018,1310,16290,42750,137720,184970,251260,296650,326370,354730,384900,633707,1064827
5/18/2018,1330,14520,38780,134800,182660,245460,293960,324370,353870,381960,633717,1059067
5/19/2018,1880,12920,35410,131720,180160,239570,291620,322760,353090,379390,633897,1053367
5/20/2018,3640,12150,33250,128790,177690,234060,290110,321990,352910,377710,634747,1048247
5/21/2018,5120,13420,33490,127220,176540,230290,290410,323120,354470,378120,637440,1045007
5/22/2018,6050,16500,35590,126810,176390,227880,291980,325850,357020,380310,641672,1043427
5/23/2018,6680,20820,38730,127130,176820,226580,293950,329400,360000,383670,646860,1043057
5/24/2018,7030,26010,42300,127930,177920,226380,295870,333310,363280,387840,652701,1043467
5/25/2018,6990,31730,46250,128950,179770,227240,297460,337220,366700,392450,658916,1044547
5/26/2018,6800,37390,50310,129580,182140,229180,298190,340630,370000,397050,665129,1046217
5/27/2018,6550,42310,54460,129770,184550,231800,298090,343480,373200,401560,671161,1048027
5/28/2018,6220,45220,58640,129350,186870,234730,297530,346030,376440,405940,676967,1049497
5/29/2018,6350,46320,62820,128420,188680,237120,296530,348580,379720,410050,682458,1050317
5/30/2018,6680,46620,67440,127640,190220,239120,295490,351540,383420,414340,688090,1050887
5/31/2018,6980,46620,72630,127570,191690,241010,294760,354880,387590,418940,694069,1051207
6/1/2018,6860,46570,78300,128210,193140,242720,294210,358310,392180,423350,700296,1051537
6/2/2018,6320,46440,83830,129220,194270,243960,293720,361090,396540,427140,706437,1051657
6/3/2018,5920,45960,88270,130260,194710,244700,293160,362650,400090,430060,712029,1051577
6/4/2018,5700,45330,90550,131480,194620,245440,292910,363130,402890,432370,717217,1051657
6/5/2018,5560,44810,91130,133140,193960,246520,293560,362570,405010,434380,722211,1052217
6/6/2018,5500,44020,90640,135300,192910,247690,294940,361230,406620,436340,727006,1053047
6/7/2018,5360,42840,89460,137780,191440,248960,296820,359620,408120,438530,731703,1054077
6/8/2018,5160,41220,87790,140230,189650,249910,298350,357760,409810,440950,735453,1055517
6/9/2018,4530,39520,85960,142280,187680,250260,299160,355530,411580,443460,738043,1057207
6/10/2018,3490,37730,83690,143730,185460,249580,298900,352650,412770,445480,739363,1058247
6/11/2018,2590,35300,80630,144290,182610,247540,297120,348610,412710,446580,739133,1058107
6/12/2018,3220,32190,77000,144230,179350,244400,294090,343850,411220,446670,737593,1057047
6/13/2018,3240,29850,73870,145080,177290,241740,291730,340190,409680,447120,736563,1056717
6/14/2018,2620,27590,70430,146280,175830,238970,289790,337260,407480,447240,735923,1056677
6/15/2018,2020,24850,66070,147170,174410,235230,287790,334830,403840,446280,735263,1056457
6/16/2018,1890,21710,61230,147700,173030,230640,285420,332670,398960,444350,734593,1056157
6/17/2018,1700,19070,56800,148280,171900,225560,283080,330940,393740,442240,734333,1056197
6/18/2018,1500,17280,52580,148650,170690,220110,280370,328810,388220,440270,734333,1056427
6/19/2018,1310,16190,48380,148270,169080,214480,277060,325960,382330,438380,734393,1056347
